,name,aroma,colour,country_of_origin,family,flavour,ingredients,producers,region,rind,texture,type,vegetarian,synonyms,fat_content,alternative_spellings,calcium_content,fat_content_(in_dry_matter)
984,llanglofan-farmhouse,"lactic, smokey",yellow,"great britain, united kingdom and wales",,"citrusy, savory, smokey , spicy",unpasteurized cow's milk,carmarthenshire cheese company,pembrokeshire,natural,"crumbly, firm and smooth","hard, artisan",yes,,45%,"llangloffan garlic & chive farmhouse cheese, llangloffan smoked farmhouse cheese, llangloffan red farmhouse cheese, llangloffan white farmhouse cheese",,
985,lo-sburrato,aromatic,straw,italy,pecorino,"creamy, smooth, sweet",unpasteurized sheep's milk,caseificio pinzani srl,tuscany,natural,compact and creamy,"semi-soft, artisan",,,,,,
986,lo-speziato,fresh,ivory,italy,,"full-flavored, spicy",pasteurized cow's milk,moro latteria di moro sergio,"treviso, veneto",natural,compact,"soft, artisan",,,,,,
987,loch-arthur-farmhouse,,,scotland,cheddar,nutty,cow's milk,loch arthur creamery,dumfries,,firm,hard,yes,,48%,,,
988,loddiswell-avondale,goaty,orange,england,,sweet,unpasteurized goat's milk,jocelyn and bill martin,devon,washed,,semi-soft,no,,,,,
989,loma-alta,rich,white,united states,camembert,"buttery, nutty",cow's milk,nicasio valley cheese company,california,mold ripened,firm,"semi-soft, soft-ripened",no,blue mountain,,,,
990,longhorn,,orange,united states,cheddar,"mild, sweet",pasteurized cow's milk,williams cheese company,"colby, wisconsin",rindless,"firm, open and springy",semi-hard,no,,,"colby longhorn, longhorn cheddar, colby jack longhorn, pepper jack longhorn, low sodium colby longhorn",,
991,lord-hundreds,"grassy, sweet",golden yellow,united kingdom,,"burnt caramel, nutty, savory, sweet",unpasteurized sheep's milk,traditional cheese dairy,east sussex,natural,"firm, grainy and open","semi-hard, artisan",yes,,,,,
992,lost-lake,"rich, yeasty",white,canada,,"creamy, mushroomy",pasteurized sheep's milk,fifth town artisan cheese,"prince edward county, ontario",mold ripened,"creamy, semi firm and soft","fresh firm, artisan, soft-ripened",,,,,,
993,lou-bergier,"grassy, milky",brown,italy,,"citrusy, floral, mushroomy",unpasteurized cow's milk,fattorie fiandino,piemonte,natural,"buttery, open and smooth","semi-soft, artisan",yes,,,,,
994,lou-palou,pleasant,,france,,,cow's milk,,pyrénées,,elastic and smooth,semi-soft,no,,,,,
995,lou-pevre,goaty,white,france,,acidic,unpasteurized goat's milk,,provence,natural,smooth,"soft, processed",no,,,,,
996,lunetta,"aromatic, fresh",white,canada and italy,,"creamy, salty",pasteurized cow's milk,fifth town artisan cheese,lombardy,natural,creamy,"fresh soft, artisan",,,,,,
997,lyburn-garlic-and-nettle,"aromatic, rich, strong",pale yellow,"england, great britain and united kingdom",,"garlicky, herbaceous, pronounced, spicy, strong",pasteurized cow's milk,lyburn farm,landford,washed,"creamy, open and smooth","semi-soft, artisan",yes,,,,,
998,lyburn-gold,,brownish yellow,"england, great britain and united kingdom",gouda,nutty,pasteurized cow's milk,lyburn farm,landford,washed,"creamy, open and smooth","semi-hard, artisan",yes,,,,,
999,lyburn-lightly-oak-smoked,smokey,pale yellow,"england, great britain and united kingdom",gouda,"smokey , smooth, subtle",pasteurized cow's milk,lyburn farm,landford,washed,smooth,"semi-hard, artisan",yes,,,,,
1000,lyburns-winchester,,brownish yellow,"england, great britain and united kingdom",gouda,"creamy, nutty",pasteurized cow's milk,lyburn farm,landford,natural,creamy,"hard, artisan",yes,,,,,
1001,maasdam,fruity,pale yellow,netherlands,gouda,"buttery, nutty, sweet",pasteurized cow's milk,frieslandcampina,all holland,waxed,"creamy, open and supple",semi-hard,no,,45%,maasdammer,,
1002,macadamia-nut-cheese,nutty,brown,united states,,"creamy, nutty, sweet",,dr. cow tree nut cheese,brooklyn ny,,firm and spreadable,"firm, artisan",yes,,,,,
1003,macconais,herbal,cream,france,blue,"salty, tangy",pasteurized cow's and goat's milk,,south burgundy,bloomy,"creamy, firm and smooth","soft, artisan, soft-ripened",no,chevreton de macon,45%,,,
1004,madrona,"fruity, herbal",ivory,united states,,mild,goat's milk,briar rose creamery,oregon,natural,creamy,"semi-soft, artisan",,,,,,
1005,maffra-aged-rinded-cheddar,grassy,straw,australia,cheddar,"earthy, meaty, sweet",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",cloth wrapped,"buttery, crumbly and firm","hard, artisan",no,maffra cloth bound cheddar,,,,
1006,maffra-cheshire,,pale yellow,australia,,"mellow, salty, sharp, tart",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",natural,crumbly,"hard, artisan",yes,,,,,
1007,maffra-dargo-walnut,"nutty, sweet",golden yellow,australia,cheddar,"mild, nutty, sweet",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",natural,"crumbly, dense, firm and flaky","semi-hard, artisan",,maffra dargo walnut red leicester,,,,
1008,maffra-mature-cheddar,,yellow,australia,cheddar,"acidic, salty, smooth",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",waxed,"creamy, crumbly, firm and smooth","hard, artisan",yes,"mature cheddar red wax, maffra red wax cheddar",,,,
1009,maffra-peppercorn-cheddar,spicy,yellow,australia,cheddar,"creamy, spicy",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",natural,creamy and firm,"semi-hard, artisan",,,,,,
1010,maffra-red-leicester,,brownish yellow,australia,,"creamy, mellow, smooth",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",,"buttery, creamy, dense and smooth","hard, artisan",yes,,,,,
1011,maffra-sage-derby,"herbal, sweet",pale yellow,australia,cheddar,"creamy, herbaceous, smooth",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",,firm and smooth,"semi-hard, artisan",yes,,,,,
1012,maffra-wensleydale,,pale yellow,australia,,"creamy, lemony",pasteurized cow's milk,maffra cheese company pty ltd,"gippsland, victoria",natural,crumbly,"hard, artisan",,,,,,
1013,maggies-round,"earthy, fruity, herbal",blue-grey,united states,tomme,"buttery, citrusy, nutty, sharp",unpasteurized cow's milk,cricket creek farm,massachusetts,natural,firm and smooth,"semi-hard, artisan",yes,,,,,
1014,magna,,ivory,sweden,blue,"full-flavored, salty, sharp",unpasteurized cow's milk,oviken cheese,oviken,mold ripened,,"firm, artisan, blue-veined",,,34%,,,
1015,mahoe-aged-gouda,,yellow,new zealand,,"buttery, fruity",cow's milk,mahoe farmhouse cheese,northland,,chewy and firm,soft,yes,,40%,,,
1016,mahon,"nutty, sweet",pale yellow,spain,,"buttery, fruity, salty",cow's milk,various,"menorca, balearic islands",washed,crumbly and dense,"semi-hard, artisan",no,"artesano mahon, artisanal mahon, mahon reserva, aged mahon",,,,
1017,maisies-kebbuck,fresh,white,"great britain, scotland and united kingdom",,,unpasteurized cow's milk,errington cheese ltd.,lanarkshire,natural,creamy and crumbly,"semi-hard, artisan",yes,,29.8%,,,
1018,majorero,"milky, nutty",pale white,spain,,acidic,unpasteurized goat's milk,,canary islands,natural,buttery and creamy,semi-hard,no,"queso majorero, queso fuerteventura, majorero pdo, majorero dop",,,,
1019,malvern,,ivory,"england, great britain and united kingdom",,"butterscotch, herbaceous, sweet",unpasteurized sheep's milk,,severn valley,,creamy and dense,"semi-hard, artisan",yes,,50%,,,
1020,mamirolle,"earthy, pungent",ivory,canada and france,,"buttery, fruity, salty, sweet",pasteurized cow's milk,eco-delices inc.,"plessisville, quebec",washed,chewy and supple,"semi-soft, artisan",no,,23%,,,
1021,manchego,"grassy, pleasant",pale yellow,spain,,"fruity, nutty, sweet, tangy",unpasteurized sheep's milk,"alimentias emc , quesos la vasco navarra s.a.",la mancha,waxed,firm and supple,semi-soft,no,,57%,"manchego curado, manchego semi curado, manchego viejo",,
1022,mandolin,"grassy, herbal",pale yellow,australia,,"creamy, grassy, smooth",pasteurized cow's milk,woodside cheese wrights,south australia,leaf wrapped,"crumbly, soft and supple","semi-hard, artisan, smear-ripened",yes,,45%,,,
1023,mango-rebel,"fresh, fruity",pale yellow,austria,,"fruity, spicy",unpasteurized cow's milk,sulzberger käserebellen sennerei gmbh,sulzberg,natural,creamy and firm,"semi-hard, artisan",,mangorebell,50%,,,
1024,manon,"aromatic, garlicky, spicy, strong",white,australia,,"creamy, garlicky, spicy, strong",pasteurized goat's milk,woodside cheese wrights,south australia,leaf wrapped,creamy and smooth,"fresh soft, artisan",yes,,45%,,,
1025,manouri,"fresh, lactic",white,greece,feta,"lemony, mild, milky",pasteurized goat's or sheep's milk,christakis greek cheeses,"central and western macedonia, thessalia",rindless,creamy,"semi-soft, whey",no,manoypi,36.7%,,,
1026,manteca,"floral, fruity",pale yellow,italy,,buttery,pasteurized cow's milk,casa madaio,basilicata,natural,"dense, elastic and stringy","semi-soft, artisan",no,"butirro , burrino, burriello",,,,
1027,manur,,,serbia,,salty,cow's or sheep's milk,,,natural,creamy,"hard, artisan",no,,40%,,,
1028,marble-cheddar,,golden orange,england and united kingdom,cheddar,sharp,pasteurized cow's milk,,,rindless,firm and smooth,"hard, processed",no,,32%,,,
1029,marbled-cheeses,,golden orange,england and united kingdom,,"mild, smooth, sweet, tangy",pasteurized cow's milk,,,rindless,firm and smooth,"semi-soft, hard, processed",no,,,marbled cheddar,,
1030,marco-polo,"clean, rich",ivory,united states,cheddar,creamy,pasteurized cow's milk,beecher's,"seattle, washington",cloth wrapped,creamy and crumbly,"hard, artisan",,,,,,
1031,maredsous,,,belgium,,,cow's milk,,,,,soft,no,,,,,
1032,margotin,herbal,pale yellow,france,mozzarella,spicy,unpasteurized cow's and goat's milk,,perigord,natural,firm,"soft, soft-ripened",no,,,,,
1033,maribo,strong,pale yellow,denmark,gouda,tangy,pasteurized cow's milk,,maribo,waxed,"creamy, firm and open","semi-hard, artisan",no,,35-40%,,,
1034,marin-french-triple-creme,"rich, sweet",,united states,brie,sweet,pasteurized cow's milk,marin french cheese,"petaluma, california",bloomy,fluffy and smooth,soft,,"3 triple crème brie, truffle brie, triple crème brie with truffles",,,,
1035,marisa,pleasant,white,united states,,"mellow, sweet",pasteurized sheep's milk,carr valley cheese company,wisconsin,,dense and firm,"semi-soft, artisan",yes,,,,,
1036,maroilles,"fermented, pungent, strong",ivory,france,,"lemony, mushroomy, nutty, salty, sweet",pasteurized or unpasteurized cow's milk,various,picardy and nord-pas-de-calais,washed,creamy and smooth,"soft, artisan",no,,29%,marolles,,
1037,marthas-heat,"smokey, spicy",brownish yellow,australia,cheddar,"smokey , spicy",cow's milk,boatshed cheese,"mornington peninsula, melbourne",,,"hard, artisan",yes,,,,,
1038,mascares,"earthy, floral",white,france,tomme,,goat's and sheep's milk,,provencale,leaf wrapped,smooth,"fresh soft, artisan",no,,,,,
1039,mascarpone,fresh,white,italy,,"buttery, creamy, mild, milky",pasteurized cow's milk,,lombardy,rindless,"buttery, creamy, smooth and spreadable","fresh soft, processed",yes,,60-75%,,,
1040,mascarpone-australian,"fresh, milky, sweet",ivory,australia,,"buttery, creamy, milky, smooth, sweet, tangy",pasteurized cow's milk,"la casa del formaggio, paesanella cheese manufacturers",,rindless,"buttery, creamy, smooth, soft and spreadable","fresh soft, processed",yes,,48.5 g/100g,paesanella mascarpone,,
1041,mascarpone-torta,,cream,italy,mozzarella,"smooth, sweet",cow's milk,,,,creamy,soft,yes,,70-75%,,,
1042,mastorazio,"herbal, milky",pale yellow,italy,,"herbaceous, nutty, sharp, spicy",unpasteurized sheep's milk,casa madaio,campania,natural,compact and dense,"hard, artisan",no,,,,,
1043,matocq,nutty,cream,france,,"acidic, nutty",unpasteurized cow's and sheep's milk,,,,chewy,"semi-hard, processed",no,,50%,,,
1044,mature-wensleydale,"rich, ripe",pale yellow,england and united kingdom,,strong,pasteurized cow's milk,wensleydale creamery,north yorkshire,cloth wrapped,crumbly,"hard, artisan",no,,48%,ryp wensleydale,,
1045,may-hill-green,strong,cream,"england, great britain and united kingdom",,"creamy, milky",pasteurized cow's milk,charles martell & son limited,gloucestershire,leaf wrapped,runny,"semi-soft, artisan",yes,,,mayhill green,,
1046,maytag-blue,"pungent, strong",cream,united states,blue,"lemony, savory, tangy",unpasteurized cow's milk,maytag dairy farms,iowa,rindless,crumbly and dense,"semi-hard, blue-veined",,,,,,
1047,mclaren,"mushroom, rich, strong",pale yellow,australia,camembert,"creamy, mushroomy, smooth",pasteurized cow's milk,woodside cheese wrights,south australia,bloomy,"chalky, creamy, soft and soft-ripened","soft, artisan, soft-ripened",yes,,35%,,,
1048,medallion,rich,pale yellow,united states,,"mushroomy, sweet",unpasteurized cow's milk,lakin's gorges cheese llc,maine,bloomy,creamy and smooth,"soft, artisan",yes,,,,,
1049,meira,,,iraq,,,sheep's milk,,,,,semi-hard,no,mira,,,,
1050,melange,goaty,cream,united states,brie,"piquant, spicy, sweet, tart",pasteurized cow's and goat's milk,andante dairy,california,bloomy,firm and soft-ripened,"soft, soft-ripened",,,,,,
1051,melange-brie,"earthy, goaty, mushroom",ivory,united states,brie,"buttery, creamy, mild, piquant, sweet, tangy",pasteurized cow's and goat's milk,marin french cheeese co.,california,bloomy,"creamy, smooth and soft-ripened","soft, soft-ripened",yes,,,,,
1052,melinda-mae,"fruity, musty, yeasty",ivory,united states,brie,"buttery, mild, piquant, pungent, savory, subtle, sweet",pasteurized cow's milk,the mystic cheese company,"lebanon, ct",bloomy,"creamy, fluffy, runny, smooth and soft","soft, artisan, soft-ripened",,,,,,
1053,melville,fresh,white,united states,,"acidic, buttery, mild, sweet, tart",pasteurized goat's milk,the mystic cheese company,"lebanon, ct",,"elastic, oily, soft and supple","fresh soft, artisan, soft-ripened",,,,,,
1054,menage,pleasant,ivory,united states,,"full-flavored, strong","pasteurized cow's, goat's and sheep's milk",carr valley cheese company,wisconsin,waxed,"creamy, dry and firm",semi-hard,yes,,,,,
1055,menallack-farmhouse,,,england,,,cow's milk,,,,,hard,yes,,,,,
1056,menonita,,pale yellow,mexico,cheddar,"buttery, mild, sharp",pasteurized or unpasteurized cow's milk,,northern mexico,natural,firm and supple,semi-soft,,"queso chihuahua , chihuahua cheese",51-55%,"queso menonita , campresino menonita",,
1057,meredith-ashed-pyramids,fresh,white,australia,,"creamy, smooth",goat's milk,meredith dairy,victoria,ash coated,creamy and soft,"fresh soft, artisan",,,,,,
1058,meredith-blue,"fresh, goaty",blue,australia,blue,"mild, mushroomy, sweet",pasteurized sheep's milk,meredith dairy,"ballarat, victoria",natural,creamy,"soft, semi-soft, artisan, blue-veined",no,,,,,
1059,meredith-chevre-ash,"clean, fresh",white,australia,,"creamy, smooth",pasteurized goat's milk,meredith dairy,victoria,ash coated,creamy and soft,"fresh soft, artisan",yes,,,,,
1060,meredith-chevre-dill,"aromatic, clean, fresh, herbal",white,australia,,"herbaceous, smooth",pasteurized goat's milk,meredith dairy,victoria,rindless,creamy and soft,"fresh soft, artisan",yes,,,,,
1061,meredith-chevre-plain,"clean, fresh",white,australia,,"acidic, smooth",pasteurized goat's milk,meredith dairy,victoria,rindless,creamy and soft,"fresh soft, artisan",yes,,,,,
1062,meredith-goat-cheese-in-extra-virgin-olive-oil,"fresh, herbal, spicy, strong",white,australia,,"garlicky, herbaceous, spicy",goat's milk,meredith dairy,victoria,,creamy and soft,"fresh soft, artisan",,,,,,
1063,mersey-valley-original-vintage,strong,yellow,australia,cheddar,"buttery, full-flavored, sharp",pasteurized cow's milk,mersey valley - national foods,tasmania,natural,"creamy, crumbly and spreadable",hard,,,,mersey valley vintage,,
1064,meteorite,,straw,canada,blue,mild,pasteurized cow's milk,la maison alexis de portneuf inc.,quebec,ash coated,creamy and supple,"soft, blue-veined",,,37%,,,
1065,metronome,"goaty, grassy, rich",pale yellow,united states,,"buttery, tart",pasteurized cow's and goat's milk,andante dairy,california,natural,creamy and firm,"semi-soft, soft-ripened",,,,,,
1066,mettowee,"clean, fresh, subtle",white,united states,,"acidic, creamy, tangy, tart",pasteurized goat's milk,consider bardwell farm,vermont,natural,creamy and smooth,"fresh soft, artisan",yes,,,,,
1067,meyer-vintage-gouda,aromatic,,new zealand,gouda,"nutty, sharp, spicy",cow's milk,,hamilton,,crumbly,"semi-hard, artisan",no,,,,,
1068,mezzaluna-fontina,rich,,united states,,"earthy, mild, mushroomy, yeasty",pasteurized cow's milk,emmi roth usa,wisconsin,washed,creamy,semi-hard,,,,,,
1069,mezzo-secco,spicy,ivory,united states,monterey jack,milky,pasteurized cow's milk,vella cheese company,"sonoma, california",natural,creamy and smooth,"semi-hard, artisan",yes,oro secco,,,,
1070,mi-ewe,"caramel, rich",pale yellow,united states,,"buttery, citrusy, nutty, sharp",cow's and sheep's milk,weirauch farm and creamery,california,natural,crumbly,"semi-hard, artisan",yes,,,,,
1071,midnight-blue,goaty,pale yellow,united states,blue,"pungent, sharp, spicy",unpasteurized goat's milk,avalanche cheese company,colorado,natural,dense and dry,"semi-soft, blue-veined",yes,,,,,
1072,midnight-moon,"nutty, sweet",ivory,netherlands and united states,gouda,"butterscotch, buttery, caramel, nutty, savory, sweet",pasteurized goat's milk,cypress grove chevre,california,waxed,"dense, firm, grainy and smooth",hard,yes,,,,,
1073,miette,barnyardy,cream,united states,brie,"mushroomy, sweet, yeasty",pasteurized goat's and sheep's milk,baetje farms llc,missouri,bloomy,creamy and runny,"semi-soft, artisan",no,,,,,
